10,100,0.000587211,0.000338396,73.125,18.0432
20,100,0.00117778,0.000914462,73.125,18.0597
30,91.6111,0.0066802,0.00296168,66.9906,18.0797
40,81.3333,0.0191932,0.00322358,59.475,18.1085
50,85.3889,0.0141342,0.00289844,62.4406,18.1248
60,80.6667,0.0154179,0.000875398,58.9875,18.1456
